CustomerKey,MaritalStatus,Unnamed: 3,Gender,Unnamed: 5,YearlyIncome,TotalChildren,NumberChildrenAtHome,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer
13198,M,,F,,119998.225,2,4,1,4,5-10 Miles,North America,66,0
13199,S,,M,,129998.225,2,3,0,4,0-1 Miles,North America,67,0
13200,M,,F,,129998.225,2,3,0,4,5-10 Miles,North America,67,0
13201,S,,M,,69998.22505,4,0,1,2,10+ Miles,North America,66,0
13202,S,,F,,69998.22505,4,0,0,2,1-2 Miles,North America,66,1
13203,S,,F,,69998.22505,4,0,1,2,1-2 Miles,North America,66,1
13204,S,,F,,69998.22505,4,0,1,2,10+ Miles,North America,66,0
13205,M,,M,,69998.22505,5,0,1,2,1-2 Miles,North America,66,1
13206,S,,F,,69998.22505,5,0,1,2,2-5 Miles,North America,65,0
13207,M,,M,,69998.22505,5,0,1,2,10+ Miles,North America,64,0
13208,S,,F,,69998.22505,5,0,1,3,10+ Miles,North America,64,1
13209,M,,F,,59998.22505,4,0,1,2,10+ Miles,North America,65,1
13210,M,,M,,59998.22505,4,0,1,2,10+ Miles,North America,65,1
13211,M,,M,,59998.22505,4,0,1,2,2-5 Miles,North America,64,0
13212,M,,M,,59998.22505,4,0,1,2,10+ Miles,North America,65,1
13213,M,,F,,59998.22505,4,0,1,2,2-5 Miles,North America,64,0
13214,M,,M,,59998.22505,4,0,1,3,2-5 Miles,North America,63,1
13215,M,,F,,59998.22505,5,0,1,3,10+ Miles,North America,64,0
13216,M,,F,,59998.22505,5,0,1,3,10+ Miles,North America,63,0
13217,S,,M,,59998.22505,5,0,1,3,10+ Miles,North America,64,1
13218,M,,F,,59998.22505,5,0,1,3,10+ Miles,North America,64,0
13219,M,,M,,59998.22505,5,0,1,3,10+ Miles,North America,64,0
13220,M,,F,,69998.22505,3,1,1,1,10+ Miles,North America,64,1
13221,M,,F,,69998.22505,3,1,1,1,10+ Miles,North America,63,1
13222,M,,M,,69998.22505,4,1,0,1,1-2 Miles,North America,64,0
13223,S,,M,,69998.22505,4,1,1,1,10+ Miles,North America,64,0
13224,M,,F,,69998.22505,4,1,1,1,10+ Miles,North America,64,1
13225,M,,M,,59998.22505,5,0,0,3,2-5 Miles,North America,63,1
13226,M,,F,,59998.22505,5,0,1,3,10+ Miles,North America,63,1
13227,M,,M,,59998.22505,5,0,1,3,2-5 Miles,North America,63,0
13228,M,,M,,59998.22505,5,0,1,3,10+ Miles,North America,63,0
13229,M,,M,,69998.22505,4,1,1,1,1-2 Miles,North America,63,0
13230,M,,F,,69998.22505,4,1,1,1,10+ Miles,North America,63,1
13231,M,,F,,39998.22505,2,1,1,2,2-5 Miles,North America,61,0
13232,S,,F,,59998.22505,2,1,1,1,10+ Miles,North America,61,0
13233,M,,M,,59998.22505,2,1,1,1,10+ Miles,North America,61,1
13234,S,,M,,59998.22505,2,1,1,1,10+ Miles,North America,62,0
13235,M,,M,,59998.22505,2,1,1,2,10+ Miles,North America,61,0
13236,M,,M,,59998.22505,2,1,1,2,10+ Miles,North America,62,0
13237,M,,M,,69998.22505,4,1,0,2,1-2 Miles,North America,62,1
13238,M,,M,,69998.22505,4,1,1,2,10+ Miles,North America,61,1
13239,M,,M,,39998.22505,2,1,1,2,2-5 Miles,North America,61,0
13240,M,,M,,59998.22505,2,1,1,0,10+ Miles,North America,60,0
13241,M,,F,,39998.22505,2,1,1,2,10+ Miles,North America,60,1
13242,S,,M,,69998.22505,4,2,1,1,10+ Miles,North America,60,0
13243,S,,F,,69998.22505,2,1,1,2,10+ Miles,North America,58,1
13244,M,,M,,69998.22505,2,1,1,2,2-5 Miles,North America,58,0
13245,M,,M,,59998.22505,2,1,0,1,2-5 Miles,North America,59,0
13246,M,,F,,59998.22505,3,1,1,2,10+ Miles,North America,58,1
13247,M,,M,,59998.22505,3,1,1,2,10+ Miles,North America,58,1
13248,M,,F,,59998.22505,3,1,1,2,10+ Miles,North America,58,1
13249,M,,M,,69998.22505,4,2,1,2,10+ Miles,North America,58,1
13250,M,,F,,69998.22505,4,2,1,2,10+ Miles,North America,58,1
13251,M,,M,,129998.225,2,3,1,4,5-10 Miles,Europe,52,1
13252,M,,F,,129998.225,2,4,1,2,0-1 Miles,Europe,52,1
13253,M,,F,,129998.225,2,4,1,2,0-1 Miles,Europe,52,1
13254,M,,F,,149998.225,1,3,1,3,0-1 Miles,Europe,52,1
13255,M,,M,,129998.225,2,4,1,2,0-1 Miles,Europe,53,1
13256,S,,F,,129998.225,2,4,0,2,0-1 Miles,Europe,52,1
13257,M,,M,,129998.225,2,4,1,2,0-1 Miles,Europe,53,1
13258,M,,F,,129998.225,2,4,1,2,5-10 Miles,Europe,53,1
13259,M,,M,,129998.225,2,4,0,2,5-10 Miles,Europe,52,1
13260,M,,M,,129998.225,3,4,1,2,0-1 Miles,Europe,52,1
13261,M,,F,,129998.225,3,4,0,2,5-10 Miles,Europe,53,1
13262,M,,M,,149998.225,2,3,1,4,0-1 Miles,Europe,52,0
13263,S,,F,,109998.225,2,4,1,4,5-10 Miles,Europe,54,1
13264,M,,F,,119998.225,3,4,1,4,5-10 Miles,Europe,54,1
13265,S,,M,,119998.225,3,4,1,4,5-10 Miles,Europe,54,1
13266,M,,M,,69998.22505,3,0,0,2,0-1 Miles,North America,54,0
13267,M,,M,,29998.22505,4,0,0,2,1-2 Miles,North America,78,0
13268,M,,F,,39998.22505,3,0,0,2,1-2 Miles,North America,78,0
13269,S,,F,,49998.22505,2,0,0,2,1-2 Miles,North America,78,1
13270,S,,M,,49998.22505,2,0,1,2,5-10 Miles,North America,76,1
13271,M,,M,,49998.22505,2,0,1,2,5-10 Miles,North America,76,1
13272,S,,F,,89998.22505,3,0,1,1,5-10 Miles,North America,77,0
13273,S,,F,,109998.225,1,2,1,2,2-5 Miles,North America,77,1
13274,S,,M,,89998.22505,4,4,1,3,2-5 Miles,North America,45,1
13275,M,,M,,99998.22505,3,1,1,4,0-1 Miles,North America,45,0
13276,M,,F,,99998.22505,3,1,1,4,0-1 Miles,North America,45,0
13277,S,,M,,99998.22505,4,1,1,4,2-5 Miles,North America,45,1
13278,S,,M,,109998.225,2,2,1,3,2-5 Miles,North America,44,1
13279,M,,F,,129998.225,1,1,1,4,1-2 Miles,North America,44,1
13280,M,,F,,89998.22505,5,5,1,3,2-5 Miles,North America,46,1
13281,M,,M,,109998.225,4,2,1,4,2-5 Miles,North America,46,0
13282,M,,F,,119998.225,4,2,1,4,2-5 Miles,North America,46,0
13283,M,,M,,79998.22505,3,0,0,2,0-1 Miles,North America,53,1
13284,M,,F,,79998.22505,3,0,0,2,2-5 Miles,North America,54,1
13285,M,,F,,79998.22505,4,3,1,2,0-1 Miles,North America,47,0
13286,S,,F,,89998.22505,0,0,0,1,10+ Miles,North America,46,1
13287,S,,M,,109998.225,4,2,1,4,5-10 Miles,North America,47,1
13288,M,,M,,119998.225,4,3,1,3,5-10 Miles,North America,46,1
13289,M,,F,,69998.22505,5,4,1,3,5-10 Miles,North America,48,0
13290,M,,M,,79998.22505,5,4,1,3,5-10 Miles,North America,48,0
13291,M,,F,,79998.22505,5,4,1,3,5-10 Miles,North America,48,0
13292,S,,F,,89998.22505,5,4,1,4,5-10 Miles,North America,48,1
13293,M,,F,,109998.225,1,3,1,2,5-10 Miles,North America,48,0
13294,M,,F,,79998.22505,5,4,1,3,1-2 Miles,North America,49,0
13295,M,,F,,89998.22505,4,3,1,2,5-10 Miles,North America,48,0
13296,M,,M,,109998.225,1,3,1,3,5-10 Miles,North America,49,0
13297,M,,M,,109998.225,1,3,1,4,5-10 Miles,North America,49,0
13298,M,,F,,129998.225,1,3,0,3,2-5 Miles,North America,49,1
13299,M,,F,,129998.225,1,3,1,3,2-5 Miles,North America,48,1
13300,M,,M,,59998.22505,2,0,0,2,5-10 Miles,North America,55,0
13301,S,,F,,59998.22505,2,0,1,2,5-10 Miles,North America,55,0
13302,S,,M,,59998.22505,2,0,1,2,5-10 Miles,North America,55,0
13303,M,,M,,69998.22505,4,3,1,0,1-2 Miles,North America,54,0
13304,S,,F,,69998.22505,4,3,1,0,5-10 Miles,North America,54,1
13305,M,,M,,69998.22505,4,3,1,0,5-10 Miles,North America,55,0
13306,M,,F,,69998.22505,4,3,0,0,1-2 Miles,North America,54,0
13307,M,,F,,99998.22505,2,2,1,4,5-10 Miles,North America,75,0
13308,M,,F,,59998.22505,2,0,1,2,5-10 Miles,North America,74,0
13309,M,,F,,89998.22505,4,0,1,2,5-10 Miles,North America,74,0
13310,M,,M,,99998.22505,0,3,1,0,1-2 Miles,North America,49,0
13311,M,,F,,99998.22505,0,3,1,1,5-10 Miles,North America,50,0
13312,M,,F,,109998.225,3,3,1,4,2-5 Miles,North America,50,0
13313,M,,F,,119998.225,1,3,0,4,2-5 Miles,North America,50,0
13314,M,,M,,119998.225,1,3,1,4,5-10 Miles,North America,50,1
13315,M,,M,,79998.22505,2,0,1,2,5-10 Miles,North America,56,1
13316,M,,M,,79998.22505,3,0,1,2,5-10 Miles,North America,56,1
13317,S,,M,,59998.22505,2,0,1,2,5-10 Miles,North America,56,0
13318,M,,F,,59998.22505,2,0,1,2,5-10 Miles,North America,56,0
13319,S,,M,,69998.22505,3,1,1,1,5-10 Miles,North America,56,1
13320,S,,F,,69998.22505,3,0,0,2,1-2 Miles,North America,57,0
13321,S,,F,,69998.22505,3,0,0,2,1-2 Miles,North America,56,0
13322,S,,F,,69998.22505,3,0,1,2,5-10 Miles,North America,57,0
13323,M,,M,,69998.22505,3,0,0,2,1-2 Miles,North America,57,0
13324,M,,F,,129998.225,2,3,1,3,0-1 Miles,North America,72,1
13325,M,,M,,89998.22505,5,0,0,2,1-2 Miles,North America,72,1
13326,M,,M,,129998.225,2,3,0,4,2-5 Miles,North America,72,1
13327,M,,F,,169998.225,1,1,1,4,0-1 Miles,North America,72,0
13328,S,,M,,79998.22505,4,0,1,2,5-10 Miles,North America,71,1
13329,M,,M,,89998.22505,5,0,1,2,1-2 Miles,North America,71,1
13330,M,,F,,99998.22505,2,3,1,3,1-2 Miles,North America,70,0
13331,M,,F,,129998.225,2,3,1,4,0-1 Miles,North America,70,0
13332,M,,M,,89998.22505,5,0,1,2,5-10 Miles,North America,69,0
13333,M,,F,,89998.22505,5,0,0,2,1-2 Miles,North America,70,0
13334,M,,F,,89998.22505,5,0,1,2,1-2 Miles,North America,70,0
13335,S,,F,,89998.22505,5,0,1,2,5-10 Miles,North America,70,0
13336,M,,F,,99998.22505,2,3,1,3,5-10 Miles,North America,69,0
13337,M,,F,,79998.22505,5,0,1,2,5-10 Miles,North America,68,0
13338,S,,F,,89998.22505,5,0,1,2,5-10 Miles,North America,68,0
13339,S,,F,,89998.22505,5,0,1,2,5-10 Miles,North America,68,0
13340,M,,F,,89998.22505,5,0,1,2,1-2 Miles,North America,68,1
13341,M,,M,,89998.22505,5,0,1,2,5-10 Miles,North America,67,0
13342,S,,M,,89998.22505,5,0,1,2,5-10 Miles,North America,68,0
13343,M,,F,,89998.22505,5,0,1,2,1-2 Miles,North America,67,1
13344,M,,F,,109998.225,2,4,1,2,5-10 Miles,North America,68,0
13345,M,,M,,129998.225,2,3,1,4,0-1 Miles,North America,68,1
13346,S,,M,,109998.225,2,4,1,3,5-10 Miles,North America,67,1
13347,M,,F,,119998.225,2,4,1,4,5-10 Miles,North America,67,0
13348,M,,M,,129998.225,2,3,1,4,0-1 Miles,North America,67,1
13349,M,,F,,129998.225,2,3,1,4,5-10 Miles,North America,66,0
13350,M,,M,,169998.225,2,3,0,2,5-10 Miles,North America,67,0
13351,S,,F,,69998.22505,4,0,1,2,1-2 Miles,North America,66,1
13352,S,,M,,69998.22505,4,0,1,2,10+ Miles,North America,66,0
13353,S,,F,,59998.22505,4,0,1,2,10+ Miles,North America,65,1
13354,M,,M,,69998.22505,5,0,1,2,10+ Miles,North America,65,1
13355,M,,M,,69998.22505,5,0,1,2,10+ Miles,North America,65,1
13356,M,,F,,59998.22505,4,0,1,2,2-5 Miles,North America,65,0
13357,S,,M,,59998.22505,4,0,1,2,10+ Miles,North America,64,1
13358,M,,F,,59998.22505,4,0,1,2,10+ Miles,North America,65,1
13359,M,,M,,59998.22505,4,0,1,2,10+ Miles,North America,65,1
13360,M,,F,,59998.22505,5,0,1,3,10+ Miles,North America,64,0
13361,M,,M,,59998.22505,5,0,1,3,2-5 Miles,North America,64,1
13362,S,,F,,59998.22505,5,0,1,3,10+ Miles,North America,64,1
13363,M,,F,,69998.22505,3,1,1,1,1-2 Miles,North America,64,0
13364,S,,F,,69998.22505,4,1,1,1,10+ Miles,North America,63,0
13365,M,,M,,69998.22505,4,1,1,1,1-2 Miles,North America,63,0
13366,M,,M,,69998.22505,4,1,1,1,10+ Miles,North America,64,1
13367,M,,F,,69998.22505,4,1,1,1,10+ Miles,North America,63,1
13368,M,,M,,69998.22505,4,1,0,1,1-2 Miles,North America,62,0
13369,M,,F,,79998.22505,5,0,1,2,5-10 Miles,North America,63,1
13370,M,,M,,59998.22505,2,1,1,1,10+ Miles,North America,62,1
13371,S,,F,,59998.22505,2,1,1,1,10+ Miles,North America,61,0
13372,M,,M,,59998.22505,2,1,1,2,10+ Miles,North America,61,0
13373,S,,F,,59998.22505,2,1,1,2,10+ Miles,North America,62,0
13374,M,,M,,59998.22505,2,1,0,2,2-5 Miles,North America,62,0
13375,M,,M,,59998.22505,2,1,1,2,10+ Miles,North America,62,0
13376,M,,M,,59998.22505,2,1,1,2,2-5 Miles,North America,62,0
13377,M,,M,,69998.22505,4,1,1,2,10+ Miles,North America,62,1
13378,M,,F,,69998.22505,4,1,1,2,1-2 Miles,North America,61,1
13379,S,,F,,59998.22505,2,1,1,2,2-5 Miles,North America,61,0
13380,M,,F,,59998.22505,2,1,0,0,2-5 Miles,North America,60,1
13381,M,,F,,59998.22505,2,1,1,0,10+ Miles,North America,61,0
13382,M,,M,,69998.22505,5,1,1,2,1-2 Miles,North America,61,1
13383,S,,F,,59998.22505,2,1,1,2,10+ Miles,North America,59,1
13384,S,,M,,59998.22505,2,1,1,2,10+ Miles,North America,59,1
13385,S,,F,,59998.22505,2,1,1,2,10+ Miles,North America,59,1
13386,M,,M,,59998.22505,2,1,0,2,2-5 Miles,North America,60,0
13387,M,,F,,59998.22505,2,1,1,1,10+ Miles,North America,60,1
13388,S,,M,,59998.22505,2,1,1,1,10+ Miles,North America,60,0
13389,M,,F,,69998.22505,4,2,0,1,1-2 Miles,North America,59,0
13390,M,,F,,69998.22505,4,2,0,1,1-2 Miles,North America,60,0
13391,M,,F,,39998.22505,2,1,1,3,10+ Miles,North America,59,1
13392,M,,M,,69998.22505,2,1,1,2,10+ Miles,North America,59,0
13393,M,,M,,69998.22505,2,1,1,2,2-5 Miles,North America,59,1
13394,S,,M,,69998.22505,2,1,1,2,10+ Miles,North America,59,1
13395,M,,M,,69998.22505,2,1,1,2,2-5 Miles,North America,59,0
13396,M,,M,,69998.22505,2,1,1,2,10+ Miles,North America,59,1
13397,M,,M,,59998.22505,2,1,1,1,10+ Miles,North America,59,1
13398,M,,M,,59998.22505,2,1,1,1,10+ Miles,North America,58,1
13399,M,,M,,59998.22505,2,1,0,2,2-5 Miles,North America,59,1
13400,M,,F,,59998.22505,2,1,0,2,2-5 Miles,North America,59,1
13401,S,,F,,59998.22505,3,1,1,2,10+ Miles,North America,58,1
13402,M,,M,,59998.22505,3,1,0,2,2-5 Miles,North America,58,1
13403,S,,F,,69998.22505,5,2,1,2,10+ Miles,North America,58,1
13404,M,,M,,129998.225,2,4,1,2,0-1 Miles,Europe,51,1
13405,M,,M,,109998.225,2,4,1,3,5-10 Miles,Europe,52,1
13406,M,,M,,129998.225,2,4,1,2,5-10 Miles,Europe,53,1
13407,S,,F,,149998.225,2,4,0,2,0-1 Miles,Europe,52,1
13408,M,,F,,169998.225,2,3,1,3,0-1 Miles,Europe,53,1
13409,M,,M,,109998.225,3,4,1,4,10+ Miles,Europe,55,0
13410,M,,F,,109998.225,3,4,1,4,10+ Miles,Europe,54,0
13411,M,,F,,129998.225,3,4,0,3,5-10 Miles,Europe,55,1
13412,M,,M,,129998.225,3,4,1,3,0-1 Miles,Europe,54,0
13413,M,,M,,59998.22505,2,0,1,2,5-10 Miles,North America,77,0
13414,M,,M,,79998.22505,3,0,1,1,0-1 Miles,North America,77,1
13415,S,,M,,99998.22505,1,1,1,3,2-5 Miles,North America,77,1
13416,S,,M,,109998.225,1,2,0,2,1-2 Miles,North America,76,0
13417,M,,M,,109998.225,1,2,1,3,2-5 Miles,North America,77,1
13418,M,,M,,89998.22505,4,4,1,3,2-5 Miles,North America,45,1
13419,M,,F,,89998.22505,5,5,1,3,0-1 Miles,North America,45,1
13420,M,,F,,119998.225,3,2,1,4,2-5 Miles,North America,45,1
13421,M,,F,,129998.225,2,2,1,2,1-2 Miles,North America,45,0
13422,S,,F,,159998.225,0,0,0,4,0-1 Miles,North America,44,0
13423,S,,M,,79998.22505,4,3,1,0,2-5 Miles,North America,46,0
13424,M,,F,,89998.22505,5,5,1,3,2-5 Miles,North America,45,1
13425,M,,M,,89998.22505,5,5,1,3,2-5 Miles,North America,46,1
13426,S,,F,,109998.225,3,2,1,4,2-5 Miles,North America,46,1
13427,S,,M,,129998.225,2,2,0,3,1-2 Miles,North America,46,1
13428,M,,M,,129998.225,3,2,1,3,0-1 Miles,North America,45,1
13429,M,,F,,149998.225,2,0,1,3,1-2 Miles,North America,46,1
13430,M,,M,,149998.225,2,0,1,4,0-1 Miles,North America,46,0
13431,M,,M,,69998.22505,3,2,1,0,5-10 Miles,North America,54,1
13432,S,,M,,79998.22505,3,0,1,1,2-5 Miles,North America,54,0
13433,S,,F,,89998.22505,2,1,1,1,5-10 Miles,North America,54,1
13434,S,,F,,49998.22505,2,0,1,2,5-10 Miles,North America,75,1
13435,M,,F,,69998.22505,4,0,1,2,5-10 Miles,North America,75,1
13436,S,,F,,89998.22505,0,0,1,1,5-10 Miles,North America,47,1
13437,M,,M,,89998.22505,0,0,1,1,10+ Miles,North America,47,0
13438,S,,F,,89998.22505,0,0,0,2,0-1 Miles,North America,46,1
13439,M,,M,,109998.225,4,2,1,4,5-10 Miles,North America,47,0
13440,S,,F,,79998.22505,5,4,1,3,5-10 Miles,North America,48,1
13441,M,,M,,89998.22505,5,4,1,4,5-10 Miles,North America,48,0
13442,S,,F,,89998.22505,5,4,0,4,1-2 Miles,North America,48,1
13443,M,,F,,99998.22505,1,2,1,3,1-2 Miles,North America,48,1
13444,S,,F,,109998.225,1,3,0,2,1-2 Miles,North America,48,0
13445,M,,M,,119998.225,1,3,0,4,2-5 Miles,North America,48,0
13446,S,,F,,119998.225,1,3,1,4,5-10 Miles,North America,48,1
13447,M,,F,,129998.225,1,2,1,4,2-5 Miles,North America,48,1
13448,M,,F,,129998.225,1,2,1,4,0-1 Miles,North America,48,0
13449,S,,M,,79998.22505,5,4,1,3,5-10 Miles,North America,49,1
13450,S,,F,,89998.22505,4,3,1,1,5-10 Miles,North America,49,1
13451,M,,F,,109998.225,1,3,0,4,2-5 Miles,North America,49,0
13452,M,,F,,129998.225,1,3,1,1,0-1 Miles,North America,49,1
13453,M,,F,,129998.225,1,3,1,3,0-1 Miles,North America,49,1
13454,M,,M,,129998.225,1,3,1,3,0-1 Miles,North America,49,1
13455,M,,F,,129998.225,3,3,1,3,2-5 Miles,North America,49,1
13456,S,,F,,79998.22505,2,0,1,2,5-10 Miles,North America,55,1
13457,M,,M,,59998.22505,2,0,0,2,5-10 Miles,North America,55,0
13458,M,,F,,59998.22505,2,0,0,2,1-2 Miles,North America,55,0
13459,M,,M,,59998.22505,2,0,0,2,5-10 Miles,North America,55,0
13460,S,,F,,79998.22505,2,0,0,2,1-2 Miles,North America,55,1
13461,S,,M,,129998.225,2,3,0,3,0-1 Miles,North America,75,1
13462,S,,M,,49998.22505,2,0,1,2,5-10 Miles,North America,73,1
13463,M,,F,,59998.22505,2,0,1,2,5-10 Miles,North America,74,0
13464,M,,F,,69998.22505,4,0,1,2,1-2 Miles,North America,73,1
13465,M,,F,,99998.22505,2,2,1,4,1-2 Miles,North America,74,0
13466,M,,M,,79998.22505,5,4,1,3,1-2 Miles,North America,50,0
13467,S,,M,,89998.22505,4,3,0,2,1-2 Miles,North America,50,0
13468,S,,F,,99998.22505,3,2,1,4,5-10 Miles,North America,50,1
13469,S,,M,,99998.22505,0,3,1,1,5-10 Miles,North America,49,0
13470,S,,F,,99998.22505,0,3,1,2,5-10 Miles,North America,49,0
13471,M,,M,,119998.225,1,3,1,4,2-5 Miles,North America,50,0
13472,M,,M,,79998.22505,2,0,1,2,5-10 Miles,North America,56,1
13473,M,,M,,79998.22505,3,0,0,2,1-2 Miles,North America,56,1
13474,M,,F,,59998.22505,2,0,0,2,1-2 Miles,North America,56,0
13475,M,,M,,59998.22505,2,0,1,2,5-10 Miles,North America,56,0
13476,M,,M,,59998.22505,2,0,0,2,1-2 Miles,North America,56,0
13477,M,,F,,69998.22505,3,1,1,0,1-2 Miles,North America,56,1
13478,S,,F,,69998.22505,3,1,1,0,5-10 Miles,North America,56,1
13479,S,,F,,69998.22505,3,0,1,2,5-10 Miles,North America,57,0
13480,S,,F,,69998.22505,3,0,1,2,1-2 Miles,North America,57,0
13481,M,,M,,69998.22505,3,0,1,2,5-10 Miles,North America,57,0
13482,M,,F,,39998.22505,3,0,0,2,5-10 Miles,North America,57,1
13483,M,,M,,39998.22505,3,0,0,2,1-2 Miles,North America,58,0
13484,S,,M,,109998.225,2,3,1,4,5-10 Miles,North America,73,1
13485,M,,M,,129998.225,2,3,1,3,0-1 Miles,North America,72,0
13486,S,,F,,129998.225,2,3,0,4,0-1 Miles,North America,73,0
13487,M,,F,,149998.225,1,3,1,2,2-5 Miles,North America,73,1
13488,M,,F,,119998.225,2,4,1,3,2-5 Miles,North America,72,0
13489,M,,F,,89998.22505,5,0,1,2,5-10 Miles,North America,71,1
13490,M,,M,,119998.225,2,4,1,3,5-10 Miles,North America,71,0
13491,M,,F,,119998.225,2,4,1,3,2-5 Miles,North America,71,0
13492,M,,M,,129998.225,2,3,1,4,0-1 Miles,North America,70,1
13493,M,,F,,9998.225049,1,0,1,0,0-1 Miles,Europe,45,0
13494,S,,M,,9998.225049,1,0,1,0,0-1 Miles,Europe,48,0
13495,M,,M,,19998.22505,1,0,1,0,0-1 Miles,Europe,47,0
13496,M,,M,,19998.22505,1,0,1,0,0-1 Miles,Europe,48,0
13497,M,,F,,19998.22505,1,0,1,0,0-1 Miles,Europe,49,0
13498,S,,M,,29998.22505,4,0,1,0,0-1 Miles,Europe,48,0
13499,S,,F,,29998.22505,4,0,1,0,0-1 Miles,Europe,48,0
13500,M,,F,,9998.225049,1,0,1,0,0-1 Miles,Europe,52,0
13501,M,,M,,9998.225049,1,0,1,0,0-1 Miles,Europe,52,0
13502,S,,F,,9998.225049,1,0,1,0,0-1 Miles,Europe,52,0
13503,M,,M,,9998.225049,1,0,1,0,0-1 Miles,Europe,52,0
13504,M,,F,,9998.225049,2,0,1,0,0-1 Miles,Europe,54,1
13505,M,,F,,9998.225049,2,0,1,0,0-1 Miles,Europe,54,0
13506,S,,M,,9998.225049,2,0,1,0,0-1 Miles,Europe,55,0
13507,M,,F,,9998.225049,2,0,1,0,1-2 Miles,Europe,54,0
13508,M,,F,,19998.22505,1,0,1,0,0-1 Miles,Europe,73,0
13509,M,,M,,29998.22505,1,0,1,0,0-1 Miles,Europe,73,0
13510,M,,M,,9998.225049,2,0,1,1,2-5 Miles,Europe,70,0
13511,S,,M,,9998.225049,2,0,1,1,1-2 Miles,Europe,69,1
13512,M,,F,,9998.225049,2,0,1,1,2-5 Miles,Europe,68,0
13513,M,,F,,29998.22505,1,0,1,0,0-1 Miles,Europe,69,1
13514,S,,F,,9998.225049,3,0,1,1,1-2 Miles,Europe,68,1
13515,M,,F,,19998.22505,1,0,1,0,0-1 Miles,Europe,68,1
13516,M,,M,,29998.22505,1,0,1,0,0-1 Miles,Europe,68,0
13517,S,,M,,29998.22505,1,0,1,0,0-1 Miles,Europe,68,1
13518,S,,M,,9998.225049,0,0,0,1,0-1 Miles,Pacific,31,1
13519,S,,M,,9998.225049,0,0,1,1,2-5 Miles,Pacific,31,1
13520,S,,F,,9998.225049,0,0,1,1,2-5 Miles,Pacific,32,1
13521,S,,F,,9998.225049,0,0,1,1,2-5 Miles,Pacific,32,1
13522,S,,M,,9998.225049,0,0,1,2,0-1 Miles,Pacific,32,0
13523,S,,F,,9998.225049,0,0,1,2,0-1 Miles,Pacific,33,0
13524,M,,F,,19998.22505,0,0,0,0,0-1 Miles,Pacific,32,1
13525,M,,F,,19998.22505,0,0,1,0,0-1 Miles,Pacific,32,1
13526,M,,F,,19998.22505,0,0,1,0,0-1 Miles,Pacific,32,1
13527,M,,F,,19998.22505,0,0,1,0,0-1 Miles,Pacific,33,1
13528,M,,F,,19998.22505,0,0,1,0,0-1 Miles,Pacific,33,1
13529,S,,F,,19998.22505,0,0,0,0,0-1 Miles,Pacific,33,1
13530,M,,F,,39998.22505,1,0,1,0,0-1 Miles,Europe,66,0
13531,M,,M,,29998.22505,4,0,1,0,0-1 Miles,Europe,49,0
13532,M,,F,,29998.22505,4,0,1,0,0-1 Miles,Europe,49,0
13533,S,,M,,29998.22505,4,0,1,0,0-1 Miles,Europe,48,0
13534,M,,F,,29998.22505,3,0,1,0,0-1 Miles,Europe,49,0
13535,S,,M,,19998.22505,1,1,0,0,0-1 Miles,Europe,50,0
13536,S,,F,,9998.225049,1,1,0,1,1-2 Miles,Europe,51,1
13537,S,,F,,9998.225049,1,1,0,1,1-2 Miles,Europe,50,1
13538,S,,F,,19998.22505,2,0,1,1,1-2 Miles,Europe,51,1
13539,S,,M,,29998.22505,3,0,1,0,0-1 Miles,Europe,51,0
13540,M,,F,,39998.22505,3,0,1,0,0-1 Miles,Europe,50,1
13541,M,,F,,39998.22505,3,0,1,0,0-1 Miles,Europe,50,1
13542,M,,F,,29998.22505,1,0,1,0,0-1 Miles,Europe,52,1
13543,S,,M,,29998.22505,1,0,1,0,0-1 Miles,Europe,52,1
13544,S,,F,,19998.22505,0,0,1,1,2-5 Miles,Europe,39,0
13545,M,,M,,29998.22505,0,0,1,0,0-1 Miles,Europe,40,1
13546,M,,M,,29998.22505,0,0,1,0,0-1 Miles,Europe,40,1
13547,S,,F,,9998.225049,2,2,1,0,0-1 Miles,Europe,41,0
13548,M,,F,,29998.22505,0,0,1,0,0-1 Miles,Europe,39,1
13549,S,,M,,9998.225049,2,2,1,0,0-1 Miles,Europe,41,0
13550,S,,M,,19998.22505,0,0,0,1,2-5 Miles,Europe,41,0
13551,M,,M,,29998.22505,0,0,1,0,0-1 Miles,Europe,40,1
13552,S,,M,,29998.22505,0,0,1,0,0-1 Miles,Europe,41,1
13553,M,,F,,29998.22505,1,0,1,0,1-2 Miles,Europe,40,1
13554,M,,F,,29998.22505,1,0,1,0,0-1 Miles,Europe,40,1
13555,M,,F,,39998.22505,0,0,1,0,0-1 Miles,Europe,40,1
13556,S,,F,,39998.22505,0,0,1,0,0-1 Miles,Europe,40,1
13557,M,,F,,39998.22505,0,0,1,0,0-1 Miles,Europe,41,1
13558,M,,F,,39998.22505,0,0,1,0,0-1 Miles,Europe,41,1
13559,S,,F,,49998.22505,0,0,1,0,0-1 Miles,Europe,41,1
13560,M,,M,,49998.22505,0,0,1,0,0-1 Miles,Europe,41,1
13561,M,,M,,49998.22505,0,0,1,0,0-1 Miles,Europe,41,1
13562,S,,M,,49998.22505,0,0,1,0,0-1 Miles,Europe,41,1
13563,M,,M,,49998.22505,0,0,0,0,0-1 Miles,Europe,41,1
